c1,c2,c1-c2,h1,h2,H1-h2,Phi,H2 adjusted ,H1-h2 adjusted,
-0.29,0.49,-0.78,7.20,8.77,-1.58,-0.13,6.77,0.43,
-0.37,0.66,-1.03,7.04,9.13,-2.09,-0.18,7.13,-0.09,
-0.45,0.72,-1.17,6.88,9.26,-2.38,-0.20,7.26,-0.38,
-0.19,0.73,-0.92,7.40,9.28,-1.88,-0.16,7.28,0.12,
-0.23,0.6,-0.83,7.32,9.0,-1.68869957735402,-0.142144976818586,7.0,0.32,
-0.4,0.71,-1.11,7.0,9.24,-2.25987394462101,-0.189223503654494,7.24,-0.24,
-0.38,0.67,-1.05,7.02,9.15,-2.14,-0.18,7.15,-0.13,
-0.59,0.6,-1.19,6.60,9.0,-2.40711905450429,-0.201232152743407,7.0,-0.4,
-0.37,0.53,-0.90,7.04,8.86,-1.82,-0.15,6.86,0.18,
-0.3,0.73,-1.03,7.2,9.28,-2.10248038334218,-0.176325915293158,7.28,-0.08,
-0.39,0.63,-1.02,7.00,9.07,-2.07,-0.17,7.07,-0.07,
-0.25,0.77,-1.02,7.28,9.36,-2.09,-0.18,7.36,-0.08,
-0.32,0.64,-0.96,7.14,9.09,-1.95,-0.16,7.09,0.05,
-0.31,0.72,-1.03,7.16,9.26,-2.10,-0.18,7.26,-0.10,
-0.23,0.59,-0.82,7.32,8.98,-1.67,-0.14,6.98,0.34,
-0.28,0.65,-0.93,7.22,9.11,-1.89,-0.16,7.11,0.11,
-0.38,0.74,-1.12,7.02,9.30,-2.28,-0.19,7.30,-0.28,
-0.26,0.61,-0.87,7.26,9.03,-1.77,-0.15,7.03,0.23,
-0.25,0.56,-0.81,7.28,8.92,-1.64,-0.14,6.92,0.36,
-0.33,0.58,-0.91,7.12,8.96,-1.85,-0.16,6.96,0.16,
-0.37,0.66,-1.03,7.04,9.13,-2.09,-0.18,7.13,-0.09,
-0.32,0.63,-0.95,7.14,9.07,-1.93,-0.16,7.07,0.07,
-0.33,0.58,-0.91,7.12,8.96,-1.85,-0.16,6.96,0.16,
-0.45,0.63,-1.08,6.88,9.07,-2.19,-0.18,7.07,-0.19,
-0.3,0.8,-1.1,7.2,9.4,-2.3,-0.2,7.4,-0.2,
-0.28,0.59,-0.87,7.22,8.98,-1.77,-0.15,6.98,0.24,
-0.31,0.64,-0.95,7.16,9.09,-1.93,-0.16,7.09,0.07,
-0.43,0.66,-1.09,6.92,9.13,-2.21,-0.19,7.13,-0.21,
-0.16,0.66,-0.82,7.45,9.13,-1.68,-0.14,7.13,0.32,
-0.37,0.61,-0.98,7.04,9.03,-1.99,-0.17,7.03,0.01,
-0.31,0.59,-0.90,7.16,8.98,-1.83,-0.15,6.98,0.18,
-0.41,0.72,-1.13,6.96,9.26,-2.30,-0.19,7.26,-0.30,
-0.33,0.52,-0.85,7.12,8.84,-1.72,-0.14,6.84,0.28,
-0.41,0.51,-0.92,6.96,8.81,-1.86,-0.16,6.81,0.15,
-0.42,0.63,-1.05,6.94,9.07,-2.13,-0.18,7.07,-0.13,
-0.22,0.65,-0.87,7.34,9.11,-1.77,-0.15,7.11,0.23,
-0.13,0.51,-0.64,7.51,8.81,-1.30,-0.11,6.81,0.70,
-0.26,0.62,-0.88,7.26,9.05,-1.79,-0.15,7.05,0.21,
-0.24,0.67,-0.91,7.30,9.15,-1.86,-0.16,7.15,0.15,
-0.32,0.76,-1.08,7.14,9.34,-2.21,-0.18,7.34,-0.20,
-0.3,0.55,-0.85,7.2,8.90,-1.72297374197596,-0.144990106835562,6.90,0.3,
-0.21,0.71,-0.92,7.36,9.24,-1.88,-0.16,7.24,0.12,
-0.41,0.7,-1.11,6.96,9.2,-2.2587463389104,-0.189131323148781,7.2,-0.24,
-0.35,0.55,-0.90,7.08,8.90,-1.82,-0.15,6.90,0.18,
-0.36,0.45,-0.81,7.06,8.69,-1.63,-0.14,6.69,0.37,
-0.26,0.6,-0.86,7.26,9.0,-1.74856786711654,-0.147113160706355,7.0,0.26,
-0.32,0.54,-0.86,7.14,8.88,-1.74,-0.15,6.88,0.26,
-0.37,0.51,-0.88,7.04,8.81,-1.78,-0.15,6.81,0.23,
-0.38,0.59,-0.97,7.02,8.98,-1.97,-0.17,6.98,0.04,
-0.35,0.57,-0.92,7.08,8.94,-1.86,-0.16,6.94,0.14,
-0.2,0.66,-0.86,7.4,9.13,-1.75533350138024,-0.147674153310868,7.13,0.27,
-0.33,0.71,-1.04,7.12,9.24,-2.12,-0.18,7.24,-0.12,
-0.33,0.61,-0.94,7.12,9.03,-1.91,-0.16,7.03,0.09,
-0.29,0.62,-0.91,7.20,9.05,-1.85,-0.16,7.05,0.15,
-0.23,0.63,-0.86,7.32,9.07,-1.75,-0.15,7.07,0.25,
-0.2,0.59,-0.79,7.4,8.98,-1.60774758529338,-0.135415949516105,6.98,0.42,
-0.37,0.63,-1.00,7.04,9.07,-2.03,-0.17,7.07,-0.03,
-0.32,0.56,-0.88,7.14,8.92,-1.78,-0.15,6.92,0.22,
-0.44,0.61,-1.05,6.90,9.03,-2.13,-0.18,7.03,-0.13,
-0.28,0.62,-0.90,7.22,9.05,-1.83,-0.15,7.05,0.17,
-0.31,0.6,-0.91,7.16,9.0,-1.84834835005408,-0.155377122784517,7.0,0.16,
-0.33,0.66,-0.99,7.12,9.13,-2.01,-0.17,7.13,-0.01,
-0.28,0.68,-0.96,7.22,9.17,-1.96,-0.16,7.17,0.05,
-0.29,0.67,-0.96,7.20,9.15,-1.96,-0.16,7.15,0.05,
-0.41,0.62,-1.03,6.96,9.05,-2.09,-0.18,7.05,-0.09,
-0.25,0.61,-0.86,7.28,9.03,-1.75,-0.15,7.03,0.25,
-0.3,0.7,-1.0,7.2,9.2,-2.0,-0.2,7.2,0.0,
-0.32,0.61,-0.93,7.14,9.03,-1.89,-0.16,7.03,0.11,
-0.35,0.69,-1.04,7.08,9.19,-2.12,-0.18,7.19,-0.11,
-0.41,0.56,-0.97,6.96,8.92,-1.96,-0.16,6.92,0.04,
-0.34,0.55,-0.89,7.10,8.90,-1.80,-0.15,6.90,0.20,
-0.22,0.68,-0.90,7.34,9.17,-1.84,-0.15,7.17,0.17,
-0.28,0.64,-0.92,7.22,9.09,-1.87,-0.16,7.09,0.13,
-0.33,0.62,-0.95,7.12,9.05,-1.93,-0.16,7.05,0.07,
-0.28,0.73,-1.01,7.22,9.28,-2.06,-0.17,7.28,-0.06,
-0.3,0.58,-0.88,7.2,8.96,-1.78622484887033,-0.150234406359526,6.96,0.24,
-0.3,0.61,-0.91,7.2,9.03,-1.8494759557647,-0.155470392723574,7.03,0.17,
-0.28,0.65,-0.93,7.22,9.11,-1.89,-0.16,7.11,0.11,
-0.37,0.61,-0.98,7.04,9.03,-1.99,-0.17,7.03,0.01,
-0.32,0.62,-0.94,7.14,9.05,-1.91,-0.16,7.05,0.09,
-0.32,0.6,-0.92,7.14,9.0,-1.86830444664159,-0.157027387815824,7.0,0.14,
-0.38,0.68,-1.06,7.02,9.17,-2.16,-0.18,7.17,-0.15,
-0.44,0.72,-1.16,6.90,9.26,-2.36,-0.20,7.26,-0.36,
-0.32,0.55,-0.87,7.14,8.90,-1.76,-0.15,6.90,0.24,
-0.29,0.59,-0.88,7.20,8.98,-1.79,-0.15,6.98,0.22,
-0.41,0.71,-1.12,6.96,9.24,-2.28,-0.19,7.24,-0.28,
-0.33,0.61,-0.94,7.12,9.03,-1.91,-0.16,7.03,0.09,
-0.36,0.63,-0.99,7.06,9.07,-2.01,-0.17,7.07,-0.01,
-0.32,0.66,-0.98,7.14,9.13,-1.99,-0.17,7.13,0.01,
-0.31,0.71,-1.02,7.16,9.24,-2.08,-0.17,7.24,-0.08,
-0.3,0.55,-0.85,7.2,8.90,-1.72297374197596,-0.144990106835562,6.90,0.3,
-0.23,0.6,-0.83,7.32,9.0,-1.68869957735402,-0.142144976818586,7.0,0.32,
-0.34,0.63,-0.97,7.10,9.07,-1.97,-0.17,7.07,0.03,
-0.29,0.6,-0.89,7.20,9.0,-1.80843615687907,-0.152074040215875,7.0,0.2,
-0.33,0.57,-0.90,7.12,8.94,-1.83,-0.15,6.94,0.18,
-0.34,0.68,-1.02,7.10,9.17,-2.08,-0.17,7.17,-0.07,
-0.34,0.48,-0.82,7.10,8.75,-1.66,-0.14,6.75,0.35,
-0.18,0.58,-0.76,7.42,8.96,-1.55,-0.13,6.96,0.46,
-0.26,0.53,-0.79,7.26,8.86,-1.60,-0.13,6.86,0.40,
-0.29,0.66,-0.95,7.20,9.13,-1.93,-0.16,7.13,0.07,
-0.34,0.59,-0.93,7.10,8.98,-1.89,-0.16,6.98,0.12,
-0.31,0.66,-0.97,7.16,9.13,-1.97,-0.17,7.13,0.03,
-0.32,0.74,-1.06,7.14,9.30,-2.16,-0.18,7.30,-0.16,
-0.37,0.65,-1.02,7.04,9.11,-2.07,-0.17,7.11,-0.07,
-0.24,0.67,-0.91,7.30,9.15,-1.86,-0.16,7.15,0.15,
-0.43,0.61,-1.04,6.92,9.03,-2.11,-0.18,7.03,-0.11,
-0.54,0.47,-1.01,6.70,8.73,-2.03,-0.17,6.73,-0.03,
-0.28,0.69,-0.97,7.22,9.19,-1.98,-0.17,7.19,0.03,
-0.33,0.64,-0.97,7.12,9.09,-1.97,-0.17,7.09,0.03,
-0.48,0.51,-0.99,6.82,8.81,-2.00,-0.17,6.81,0.01,
-0.48,0.6,-1.08,6.82,9.0,-2.18760199204171,-0.183308833219069,7.0,-0.18,
-0.21,0.52,-0.73,7.36,8.84,-1.48,-0.12,6.84,0.52,
-0.3,0.48,-0.78,7.2,8.75,-1.57538782588909,-0.132722596717153,6.75,0.45,
-0.35,0.63,-0.98,7.08,9.07,-1.99,-0.17,7.07,0.01,
-0.3,0.57,-0.87,7.2,8.94,-1.7651411465722,-0.148487216957101,6.94,0.26,
-0.52,0.62,-1.14,6.74,9.05,-2.31,-0.19,7.05,-0.31,
-0.27,0.59,-0.86,7.24,8.98,-1.75,-0.15,6.98,0.26,
-0.22,0.35,-0.57,7.34,8.48,-1.14,-0.10,6.48,0.86,
-0.45,0.46,-0.91,6.88,8.71,-1.83,-0.15,6.71,0.17,
-0.45,0.77,-1.22,6.88,9.36,-2.49,-0.21,7.36,-0.48,
-0.32,0.66,-0.98,7.14,9.13,-1.99,-0.17,7.13,0.01,
-0.26,0.49,-0.75,7.26,8.77,-1.52,-0.13,6.77,0.49,
-0.39,0.7,-1.09,7.00,9.2,-2.21883414573538,-0.185866460873665,7.2,-0.2,
-0.33,0.62,-0.95,7.12,9.05,-1.93,-0.16,7.05,0.07,
-0.22,0.63,-0.85,7.34,9.07,-1.73,-0.15,7.07,0.27,
-0.2,0.51,-0.71,7.4,8.81,-1.43907796690839,-0.121356474427931,6.81,0.59,
-0.26,0.67,-0.93,7.26,9.15,-1.90,-0.16,7.15,0.11,
-0.32,0.69,-1.01,7.14,9.19,-2.06,-0.17,7.19,-0.05,
-0.48,0.61,-1.09,6.82,9.03,-2.21,-0.19,7.03,-0.21,
-0.29,0.67,-0.96,7.20,9.15,-1.96,-0.16,7.15,0.05,
-0.42,0.64,-1.06,6.94,9.09,-2.15,-0.18,7.09,-0.15,
-0.32,0.77,-1.09,7.14,9.36,-2.23,-0.19,7.36,-0.22,
-0.31,0.47,-0.78,7.16,8.73,-1.57,-0.13,6.73,0.43,
-0.34,0.63,-0.97,7.10,9.07,-1.97,-0.17,7.07,0.03,
-0.39,0.57,-0.96,7.00,8.94,-1.94,-0.16,6.94,0.06,
-0.15,0.55,-0.70,7.47,8.90,-1.42,-0.12,6.90,0.57,
-0.42,0.46,-0.88,6.94,8.71,-1.77,-0.15,6.71,0.23,
-0.35,0.58,-0.93,7.08,8.96,-1.89,-0.16,6.96,0.12,
-0.37,0.68,-1.05,7.04,9.17,-2.14,-0.18,7.17,-0.13,
-0.32,0.39,-0.71,7.14,8.56,-1.43,-0.12,6.56,0.58,
-0.37,0.7,-1.07,7.04,9.2,-2.17892195256037,-0.182597584994,7.2,-0.16,
-0.41,0.66,-1.07,6.96,9.13,-2.17,-0.18,7.13,-0.17,
-0.16,0.69,-0.85,7.45,9.19,-1.74,-0.15,7.19,0.26,
-0.16,0.62,-0.78,7.45,9.05,-1.59,-0.13,7.05,0.40,
-0.23,0.46,-0.69,7.32,8.71,-1.39,-0.12,6.71,0.61,
-0.49,0.73,-1.22,6.80,9.28,-2.48,-0.21,7.28,-0.48,
-0.27,0.56,-0.83,7.24,8.92,-1.68,-0.14,6.92,0.32,
-0.32,0.57,-0.89,7.14,8.94,-1.81,-0.15,6.94,0.20,
-0.57,0.51,-1.08,6.64,8.81,-2.18,-0.18,6.81,-0.17,
-0.3,0.48,-0.78,7.2,8.75,-1.57538782588909,-0.132722596717153,6.75,0.45,
-0.38,0.48,-0.86,7.02,8.75,-1.74,-0.15,6.75,0.27,
-0.34,0.41,-0.75,7.10,8.60,-1.51,-0.13,6.60,0.50,
-0.26,0.72,-0.98,7.26,9.26,-2.00,-0.17,7.26,0.00,
-0.09,0.55,-0.64,7.59,8.90,-1.30,-0.11,6.90,0.69,
-0.26,0.61,-0.87,7.26,9.03,-1.77,-0.15,7.03,0.23,
-0.34,0.69,-1.03,7.10,9.19,-2.10,-0.18,7.19,-0.09,
-0.33,0.44,-0.77,7.12,8.67,-1.55,-0.13,6.67,0.45,
-0.39,0.67,-1.06,7.00,9.15,-2.16,-0.18,7.15,-0.15,
-0.29,0.57,-0.86,7.20,8.94,-1.75,-0.15,6.94,0.26,
-0.18,0.72,-0.90,7.42,9.26,-1.84,-0.15,7.26,0.16,
-0.4,0.57,-0.97,7.0,8.94,-1.96470211244728,-0.164986685062964,6.94,0.06,
-0.34,0.68,-1.02,7.10,9.17,-2.08,-0.17,7.17,-0.07,
-0.41,0.68,-1.09,6.96,9.17,-2.22,-0.19,7.17,-0.21,
-0.29,0.54,-0.83,7.20,8.88,-1.68,-0.14,6.88,0.32,
-0.47,0.65,-1.12,6.84,9.11,-2.27,-0.19,7.11,-0.27,
-0.59,0.62,-1.21,6.60,9.05,-2.45,-0.20,7.05,-0.45,
-0.33,0.56,-0.89,7.12,8.92,-1.80,-0.15,6.92,0.20,
-0.29,0.56,-0.85,7.20,8.92,-1.72,-0.15,6.92,0.28,
-0.37,0.62,-0.99,7.04,9.05,-2.01,-0.17,7.05,-0.01,
-0.28,0.5,-0.78,7.22,8.8,-1.57764303731033,-0.132910364714467,6.8,0.42,
-0.53,0.54,-1.07,6.72,8.88,-2.16,-0.18,6.88,-0.16,
-0.3,0.58,-0.88,7.2,8.96,-1.78622484887033,-0.150234406359526,6.96,0.24,
-0.33,0.63,-0.96,7.12,9.07,-1.95,-0.16,7.07,0.05,
-0.31,0.35,-0.66,7.16,8.48,-1.32,-0.11,6.48,0.68,
-0.33,0.63,-0.96,7.12,9.07,-1.95,-0.16,7.07,0.05,
-0.4,0.75,-1.15,7.0,9.32,-2.34420875381351,-0.196108458933005,7.32,-0.32,
-0.34,0.58,-0.92,7.10,8.96,-1.87,-0.16,6.96,0.14,
-0.32,0.62,-0.94,7.14,9.05,-1.91,-0.16,7.05,0.09,
-0.39,0.64,-1.03,7.00,9.09,-2.09,-0.18,7.09,-0.09,
-0.28,0.76,-1.04,7.22,9.34,-2.13,-0.18,7.34,-0.12,
-0.34,0.56,-0.90,7.10,8.92,-1.82,-0.15,6.92,0.18,
-0.3,0.52,-0.82,7.2,8.84,-1.65972263508159,-0.139737763474677,6.84,0.36,
-0.24,0.65,-0.89,7.30,9.11,-1.81,-0.15,7.11,0.19,
-0.42,0.63,-1.05,6.94,9.07,-2.13,-0.18,7.07,-0.13,
-0.25,0.62,-0.87,7.28,9.05,-1.77,-0.15,7.05,0.23,
-0.3,0.52,-0.82,7.2,8.84,-1.65972263508159,-0.139737763474677,6.84,0.36,
-0.26,0.68,-0.94,7.26,9.17,-1.92,-0.16,7.17,0.09,
-0.3,0.64,-0.94,7.2,9.09,-1.91272706265907,-0.160697799280973,7.09,0.11,
-0.25,0.59,-0.84,7.28,8.98,-1.71,-0.14,6.98,0.30,
-0.37,0.62,-0.99,7.04,9.05,-2.01,-0.17,7.05,-0.01,
-0.34,0.69,-1.03,7.10,9.19,-2.10,-0.18,7.19,-0.09,
-0.31,0.67,-0.98,7.16,9.15,-2.00,-0.17,7.15,0.01,
-0.29,0.52,-0.81,7.20,8.84,-1.64,-0.14,6.84,0.36,
-0.4,0.55,-0.95,7.0,8.90,-1.92253470785104,-0.1615075696922,6.90,0.1,
-0.43,0.64,-1.07,6.92,9.09,-2.17,-0.18,7.09,-0.17,
-0.29,0.67,-0.96,7.20,9.15,-1.96,-0.16,7.15,0.05,
-0.19,0.63,-0.82,7.40,9.07,-1.67,-0.14,7.07,0.33,
-0.28,0.61,-0.89,7.22,9.03,-1.81,-0.15,7.03,0.19,
-0.39,0.62,-1.01,7.00,9.05,-2.05,-0.17,7.05,-0.05,
-0.31,0.6,-0.91,7.16,9.0,-1.84834835005408,-0.155377122784517,7.0,0.16,
-0.31,0.6,-0.91,7.16,9.0,-1.84834835005408,-0.155377122784517,7.0,0.16,
-0.38,0.7,-1.08,7.02,9.2,-2.19887804914787,-0.184232520734619,7.2,-0.18,
-0.42,0.65,-1.07,6.94,9.11,-2.17,-0.18,7.11,-0.17,
-0.27,0.65,-0.92,7.24,9.11,-1.87,-0.16,7.11,0.13,
-0.38,0.53,-0.91,7.02,8.86,-1.84,-0.15,6.86,0.16,
-0.36,0.57,-0.93,7.06,8.94,-1.88,-0.16,6.94,0.12,
-0.39,0.55,-0.94,7.00,8.90,-1.90,-0.16,6.90,0.10,
-0.35,0.69,-1.04,7.08,9.19,-2.12,-0.18,7.19,-0.11,
-0.3,0.58,-0.88,7.2,8.96,-1.78622484887033,-0.150234406359526,6.96,0.24,
-0.37,0.53,-0.90,7.04,8.86,-1.82,-0.15,6.86,0.18,
-0.34,0.69,-1.03,7.10,9.19,-2.10,-0.18,7.19,-0.09,
-0.25,0.61,-0.86,7.28,9.03,-1.75,-0.15,7.03,0.25,
-0.26,0.49,-0.75,7.26,8.77,-1.52,-0.13,6.77,0.49,
-0.49,0.6,-1.09,6.80,9.0,-2.20755808862922,-0.184943336877414,7.0,-0.2,
-0.29,0.8,-1.09,7.20,9.4,-2.23011020284154,-0.186789264507144,7.4,-0.2,
-0.22,0.6,-0.82,7.34,9.0,-1.66874348076651,-0.140487331959295,7.0,0.34,
-0.26,0.59,-0.85,7.26,8.98,-1.73,-0.15,6.98,0.28,
-0.4,0.62,-1.02,7.0,9.05,-2.0701206239379,-0.173666691735338,7.05,-0.05,
-0.24,0.65,-0.89,7.30,9.11,-1.81,-0.15,7.11,0.19,
-0.34,0.62,-0.96,7.10,9.05,-1.95,-0.16,7.05,0.05,
-0.25,0.57,-0.82,7.28,8.94,-1.67,-0.14,6.94,0.34,
-0.46,0.66,-1.12,6.86,9.13,-2.27,-0.19,7.13,-0.27,
-0.28,0.56,-0.84,7.22,8.92,-1.70,-0.14,6.92,0.30,
-0.26,0.64,-0.90,7.26,9.09,-1.83,-0.15,7.09,0.17,
-0.36,0.69,-1.05,7.06,9.19,-2.14,-0.18,7.19,-0.13,
-0.32,0.66,-0.98,7.14,9.13,-1.99,-0.17,7.13,0.01,
-0.27,0.68,-0.95,7.24,9.17,-1.94,-0.16,7.17,0.07,
-0.32,0.62,-0.94,7.14,9.05,-1.91,-0.16,7.05,0.09,
-0.4,0.65,-1.05,7.0,9.11,-2.13337173083227,-0.178862121066702,7.11,-0.11,
-0.37,0.71,-1.08,7.04,9.24,-2.20,-0.18,7.24,-0.20,
-0.26,0.56,-0.82,7.26,8.92,-1.66,-0.14,6.92,0.34,
-0.29,0.51,-0.80,7.20,8.81,-1.62,-0.14,6.81,0.39,
-0.32,0.53,-0.85,7.14,8.86,-1.72,-0.14,6.86,0.28,
-0.31,0.68,-0.99,7.16,9.17,-2.02,-0.17,7.17,-0.01,
-0.4,0.67,-1.07,7.0,9.15,-2.17553913542852,-0.182320344060197,7.15,-0.15,
-0.38,0.67,-1.05,7.02,9.15,-2.14,-0.18,7.15,-0.13,
-0.34,0.63,-0.97,7.10,9.07,-1.97,-0.17,7.07,0.03,
-0.28,0.64,-0.92,7.22,9.09,-1.87,-0.16,7.09,0.13,
-0.4,0.59,-0.99,7.0,8.98,-2.00686951704353,-0.1684617743968,6.98,0.02,
-0.3,0.59,-0.89,7.2,8.98,-1.80730855116845,-0.151980672055487,6.98,0.22,
-0.21,0.63,-0.84,7.36,9.07,-1.71,-0.14,7.07,0.29,
-0.33,0.59,-0.92,7.12,8.98,-1.87,-0.16,6.98,0.14,
-0.31,0.56,-0.87,7.16,8.92,-1.76,-0.15,6.92,0.24,
-0.35,0.55,-0.90,7.08,8.90,-1.82,-0.15,6.90,0.18,
-0.32,0.6,-0.92,7.14,9.0,-1.86830444664159,-0.157027387815824,7.0,0.14,
-0.34,0.61,-0.95,7.10,9.03,-1.93,-0.16,7.03,0.07,
-0.38,0.55,-0.93,7.02,8.90,-1.88,-0.16,6.90,0.12,
-0.33,0.68,-1.01,7.12,9.17,-2.06,-0.17,7.17,-0.05,
-0.33,0.5,-0.83,7.12,8.8,-1.67742352024787,-0.14120843187856,6.8,0.32,
-0.3,0.52,-0.82,7.2,8.84,-1.65972263508159,-0.139737763474677,6.84,0.36,
-0.31,0.71,-1.02,7.16,9.24,-2.08,-0.17,7.24,-0.08,
-0.25,0.69,-0.94,7.28,9.19,-1.92,-0.16,7.19,0.09,
-0.25,0.66,-0.91,7.28,9.13,-1.86,-0.16,7.13,0.15,
-0.35,0.49,-0.84,7.08,8.77,-1.70,-0.14,6.77,0.31,
-0.3,0.8,-1.1,7.2,9.4,-2.3,-0.2,7.4,-0.2,
-0.39,0.58,-0.97,7.00,8.96,-1.97,-0.17,6.96,0.04,
-0.28,0.69,-0.97,7.22,9.19,-1.98,-0.17,7.19,0.03,
-0.49,0.6,-1.09,6.80,9.0,-2.20755808862922,-0.184943336877414,7.0,-0.2,
-0.36,0.55,-0.91,7.06,8.90,-1.84,-0.15,6.90,0.16,
-0.3,0.53,-0.83,7.2,8.86,-1.68080633737971,-0.14148942162185,6.86,0.34,
-0.45,0.58,-1.03,6.88,8.96,-2.09,-0.17,6.96,-0.08,
-0.34,0.68,-1.02,7.10,9.17,-2.08,-0.17,7.17,-0.07,
-0.35,0.62,-0.97,7.08,9.05,-1.97,-0.17,7.05,0.03,
-0.27,0.63,-0.90,7.24,9.07,-1.83,-0.15,7.07,0.17,
-0.36,0.62,-0.98,7.06,9.05,-1.99,-0.17,7.05,0.01,
-0.37,0.56,-0.93,7.04,8.92,-1.88,-0.16,6.92,0.12,
-0.34,0.7,-1.04,7.10,9.2,-2.11905366279784,-0.177686882696778,7.2,-0.1,
-0.31,0.62,-0.93,7.16,9.05,-1.89,-0.16,7.05,0.11,
-0.24,0.66,-0.90,7.30,9.13,-1.84,-0.15,7.13,0.17,
-0.35,0.6,-0.95,7.08,9.0,-1.92817273640411,-0.16197297814353,7.0,0.08,
-0.22,0.68,-0.90,7.34,9.17,-1.84,-0.15,7.17,0.17,
-0.37,0.5,-0.87,7.04,8.8,-1.7572479065979,-0.147832874911654,6.8,0.24,
-0.24,0.64,-0.88,7.30,9.09,-1.79,-0.15,7.09,0.21,
-0.28,0.58,-0.86,7.22,8.96,-1.75,-0.15,6.96,0.26,
-0.25,0.58,-0.83,7.28,8.96,-1.69,-0.14,6.96,0.32,
-0.18,0.66,-0.84,7.42,9.13,-1.72,-0.14,7.13,0.29,
-0.3,0.58,-0.88,7.2,8.96,-1.78622484887033,-0.150234406359526,6.96,0.24,
-0.29,0.58,-0.87,7.20,8.96,-1.77,-0.15,6.96,0.24,
-0.37,0.58,-0.95,7.04,8.96,-1.93,-0.16,6.96,0.08,
-0.34,0.62,-0.96,7.10,9.05,-1.95,-0.16,7.05,0.05,
-0.24,0.54,-0.78,7.30,8.88,-1.58,-0.13,6.88,0.42,
-0.34,0.66,-1.00,7.10,9.13,-2.03,-0.17,7.13,-0.03,
-0.39,0.67,-1.06,7.00,9.15,-2.16,-0.18,7.15,-0.15,
-0.28,0.69,-0.97,7.22,9.19,-1.98,-0.17,7.19,0.03,
-0.32,0.73,-1.05,7.14,9.28,-2.14,-0.18,7.28,-0.14,
-0.37,0.58,-0.95,7.04,8.96,-1.93,-0.16,6.96,0.08,
-0.41,0.56,-0.97,6.96,8.92,-1.96,-0.16,6.92,0.04,
-0.31,0.61,-0.92,7.16,9.03,-1.87,-0.16,7.03,0.13,
-0.26,0.66,-0.92,7.26,9.13,-1.88,-0.16,7.13,0.13,
-0.4,0.62,-1.02,7.0,9.05,-2.0701206239379,-0.173666691735338,7.05,-0.05,
-0.35,0.61,-0.96,7.08,9.03,-1.95,-0.16,7.03,0.05,
-0.37,0.59,-0.96,7.04,8.98,-1.95,-0.16,6.98,0.06,
-0.3,0.58,-0.88,7.2,8.96,-1.78622484887033,-0.150234406359526,6.96,0.24,
-0.35,0.63,-0.98,7.08,9.07,-1.99,-0.17,7.07,0.01,
-0.4,0.66,-1.06,7.0,9.13,-2.15445543313039,-0.180591778448282,7.13,-0.13,
-0.29,0.61,-0.90,7.20,9.03,-1.83,-0.15,7.03,0.17,
-0.32,0.62,-0.94,7.14,9.05,-1.91,-0.16,7.05,0.09,
-0.43,0.63,-1.06,6.92,9.07,-2.15,-0.18,7.07,-0.15,
-0.33,0.58,-0.91,7.12,8.96,-1.85,-0.16,6.96,0.16,
-0.26,0.54,-0.80,7.26,8.88,-1.62,-0.14,6.88,0.38,
-0.26,0.54,-0.80,7.26,8.88,-1.62,-0.14,6.88,0.38,
-0.32,0.58,-0.90,7.14,8.96,-1.83,-0.15,6.96,0.18,
-0.26,0.56,-0.82,7.26,8.92,-1.66,-0.14,6.92,0.34,
-0.37,0.6,-0.97,7.04,9.0,-1.96808492957913,-0.165265618480813,7.0,0.04,
-0.3,0.61,-0.91,7.2,9.03,-1.8494759557647,-0.155470392723574,7.03,0.17,
-0.32,0.68,-1.00,7.14,9.17,-2.04,-0.17,7.17,-0.03,
-0.34,0.64,-0.98,7.10,9.09,-1.99,-0.17,7.09,0.01,
-0.28,0.54,-0.82,7.22,8.88,-1.66,-0.14,6.88,0.34,
-0.31,0.65,-0.96,7.16,9.11,-1.95,-0.16,7.11,0.05,
-0.3,0.62,-0.92,7.2,9.05,-1.87055965806282,-0.157213827977136,7.05,0.15,
-0.31,0.7,-1.01,7.16,9.2,-2.05918537303532,-0.172767503984684,7.2,-0.04,
-0.23,0.51,-0.74,7.32,8.81,-1.50,-0.13,6.81,0.51,
-0.41,0.61,-1.02,6.96,9.03,-2.07,-0.17,7.03,-0.07,
-0.33,0.59,-0.92,7.12,8.98,-1.87,-0.16,6.98,0.14,
-0.31,0.66,-0.97,7.16,9.13,-1.97,-0.17,7.13,0.03,
-0.32,0.7,-1.02,7.14,9.2,-2.07914146962283,-0.174408247669162,7.2,-0.06,
-0.27,0.7,-0.97,7.24,9.2,-1.97936098668529,-0.166195208893782,7.2,0.04,
-0.27,0.61,-0.88,7.24,9.03,-1.79,-0.15,7.03,0.21,
-0.33,0.52,-0.85,7.12,8.84,-1.72,-0.14,6.84,0.28,
-0.2,0.77,-0.97,7.4,9.36,-1.9872542266596,-0.166845749830442,7.36,0.04,
-0.36,0.55,-0.91,7.06,8.90,-1.84,-0.15,6.90,0.16,
-0.31,0.58,-0.89,7.16,8.96,-1.81,-0.15,6.96,0.20,
-0.22,0.6,-0.82,7.34,9.0,-1.66874348076651,-0.140487331959295,7.0,0.34,
-0.45,0.45,-0.90,6.88,8.69,-1.81,-0.15,6.69,0.19,
-0.38,0.54,-0.92,7.02,8.88,-1.86,-0.16,6.88,0.14,
